AÑO,INEGI,ENTIDAD,LEY,CONCEPTO,TIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2023,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",5,5,5,4,10,7,3,6,5,4,7,2
2023,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,28,29,25,18,22,31,22,21,48,19,18,18
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),3,4,7,10,5,8,6,38,20,10,9,8
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),4,7,7,11,23,6,4,11,17,11,10,7
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),30,15,21,26,42,37,30,36,16,24,24,10
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),61,78,42,44,48,46,49,62,49,68,63,52
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,2,3,1,1,1,1,0,4,1,3,1
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),1,0,1,4,15,18,2,6,0,4,2,1
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),93,98,109,101,168,227,128,78,55,66,56,42
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,1,0,1,0,2,2,1,0,1,0,1
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,2,1,0,2,1,1,2,0,1,0,2
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,2,0,0,1,0,0,0
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,0,1,2,0,1,2,2,0,1,1,0
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",17,4,12,11,7,10,28,10,10,8,22,15
2023,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,16,31,48,22,33,33,57,20,35,23,23,32
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),1,1,0,0,3,4,0,2,4,3,1,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),3,2,5,4,13,15,12,12,5,3,4,8
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),5,0,3,3,4,3,2,3,9,3,5,2
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),69,57,75,60,55,72,70,71,62,65,41,48
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,2,1
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,1,0,0,1,0,1,0,0,0,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),9,8,1,1,5,5,3,4,1,1,1,1
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,0,1,1,1,0,1,0,2,3,0,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,1,0,0,0,0,0,0,1,1,0,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,2,0,0,1,0,0,0,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,1,0,0,1,2,1,1,0,0,0,0
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,1,0,1,1,1,0,2,1,0,1
2023,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,44,32,58,69,62,46,9,77,73,22,81,37
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),1,3,4,4,3,0,1,1,2,7,0,5
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,2,0,0,0,1
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),12,9,15,21,27,16,14,12,11,13,13,16
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),23,14,18,10,22,15,18,16,12,21,18,23
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,1,0,0,0,0,0,0,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),2,0,1,0,0,0,0,0,0,0,1,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,2,2,2,1,0,1,1,1,1,2,2
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,6,0,0,0,1,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,1,0,0,0,0,0,0,0,0,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0,0,0,0,1,0
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,0,1,1,2,5,1,3,1,3,1
2023,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,16,26,5,17,16,17,12,14,7,14,13,13
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,1,2,1,1,1,1,1,1,2,2
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,1,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,4,3,1,2,5,4,1,5,2,5,3
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),7,8,7,2,12,1,6,13,6,6,4,3
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,0,0,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,1,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,2,0,0,2,2,1,1,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0,0,0,0,0,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,0,1,0,3,0,0,1,0,2,1,0
2023,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,16,17,14,20,9,3,4,9,11,9,3,6
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),5,10,4,4,5,15,13,13,17,13,11,16
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),15,6,10,8,6,12,23,7,8,6,4,28
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),9,10,9,6,3,4,3,6,6,5,11,10
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),38,83,64,46,91,55,73,59,80,102,69,115
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,7,5,9,3,10,2,3,13,10,12,10,2
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),4,0,0,0,1,0,3,2,1,1,0,1
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),83,55,48,49,62,65,54,45,59,40,34,36
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,2,99,246,101,50,1,0,1,0,0,0
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,2,0,0,0,0,2,2,0,0,2,1
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,0,0,0,0,0,0,0,0,1,0,0
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,1,2,0,0,0,0,2,0,0
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",5,2,8,4,4,3,3,9,1,6,5,3
2023,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,29,17,11,32,6,9,19,13,6,16,6,10
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),3,2,3,4,1,1,3,3,0,2,3,0
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,0,0,0,0,0
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),17,16,31,41,23,31,23,23,29,21,27,28
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),44,48,55,42,59,48,49,28,54,52,37,37
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,7,14,5,7,4,3,7,14,11,6,17,9
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,1,0,0,0,1,0,0,0,0,0,0
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),6,7,9,20,2,5,5,12,2,5,4,4
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,0,1,0,3,1,0,1,0,1,1
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,1,0,0,0,1,2,0
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,0,0,0,0,0,0,1,1,1
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",4,10,12,11,13,6,8,12,9,11,12,12
2023,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,12,30,20,27,31,17,21,26,18,23,22,22
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,1,7,5,3,4,6,4,2,5,3,2
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,1,1,1,5,1,0,2,0,2,1,1
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),19,33,25,19,15,28,23,33,20,19,25,17
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),51,43,58,49,45,57,52,65,60,49,43,43
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,7,10,9,2,5,3,4,9,4,11,9,5
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),1,0,1,1,0,3,0,0,0,1,0,0
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),22,124,74,71,130,83,96,118,85,135,107,87
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,2,1,1,1,2,1,1,0,1,1,1
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,1,1,0,0,0,0,0,0,0
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,1,0,1,0,0,1,1,0
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",11,1,3,2,0,2,4,2,0,2,2,1
2023,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,22,19,9,10,11,10,13,13,23,9,12,12
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,1,2,0,1,1,1,0,1,4,0,1
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),3,1,3,4,0,2,4,5,0,1,2,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),10,6,8,12,12,9,22,20,12,19,19,17
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),37,35,23,30,29,27,26,29,29,35,33,26
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,1,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0,1,0,0,0,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),10,6,17,17,18,26,38,23,49,28,19,13
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0,0,0,0,0,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,1,0,0,0,0,1,0,1,2,0,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,1,1,0,2,0,1,0,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",3,4,3,5,2,4,8,5,4,3,6,0
2023,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,6,8,5,10,8,8,16,10,7,24,16,14
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,4,1,2,3,3,4,2,2,1,6,4
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,1,1,0,4,2,2,1,1,0,7,4
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,0,2,0,2,0,0,0,1,1,0,1
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),21,23,23,16,13,15,16,13,17,9,12,21
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,2,0,1,5,0,1,3,0,0,1,0,1
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0,0,0,0,1,0
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),1,1,0,1,1,3,1,3,0,3,1,1
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,5,0,0,0,0,0,1,0,0,1,1,0
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,1,0,1,0,0,0
2023,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
